x, y
0, 0.09259259259259259
0.7619047619047619, 0.1111111111111111
1.5238095238095237, 0.09259259259259259
2.4761904761904763, 0.1111111111111111
3.333333333333333, 0.1111111111111111
4.285714285714286, 0.07407407407407407
5.333333333333333, 0.09259259259259259
6.3809523809523805, 0.07407407407407407
7.333333333333333, 0.05555555555555555
8.19047619047619, 0.07407407407407407
9.142857142857142, 0.05555555555555555
10, 0.037037037037037035
10.857142857142856, 0.018518518518518517
11.714285714285714, 0
12.476190476190476, -0.018518518518518517
13.333333333333332, -0.018518518518518517
14.38095238095238, -0.018518518518518517
15.428571428571427, -0.037037037037037035
16.095238095238095, -0.037037037037037035
17.047619047619047, -0.037037037037037035
17.904761904761905, 0
18.76190476190476, 0.037037037037037035
19.619047619047617, 0.07407407407407407
20.57142857142857, 0.09259259259259259
21.428571428571427, 0.12962962962962962
22.285714285714285, 0.09259259259259259
23.333333333333332, 0.09259259259259259
