x, y
0, 4.878048780487805
1.1, 4.796747967479675
2, 4.715447154471544
2.9000000000000004, 4.715447154471544
3.7, 4.471544715447155
4.800000000000001, 4.146341463414634
5.6000000000000005, 3.7398373983739837
6, 3.252032520325203
6.6000000000000005, 2.6829268292682924
7, 2.0325203252032518
7.6000000000000005, 1.5447154471544715
8.3, 0.975609756097561
9.200000000000001, 0.6504065040650406
9.8, 0.4878048780487805
10.100000000000001, 0.8943089430894309
10.8, 1.056910569105691
11.3, 1.5447154471544715
12.4, 1.951219512195122
13.3, 2.1951219512195124
14.200000000000001, 2.4390243902439024
15.100000000000001, 2.357723577235772
16, 2.113821138211382
16.7, 2.0325203252032518
17.6, 1.951219512195122
18.400000000000002, 2.113821138211382
19.3, 2.6016260162601625
19.700000000000003, 3.333333333333333
20.200000000000003, 3.821138211382114
20.5, 4.471544715447155
21.3, 4.878048780487805
22.1, 4.878048780487805
22.900000000000002, 4.959349593495935
