x, y
0, -0.37037037037037035
0.8571428571428571, -0.31481481481481477
1.619047619047619, -0.2962962962962963
2.571428571428571, -0.24074074074074073
3.238095238095238, -0.24074074074074073
4, -0.18518518518518517
4.857142857142857, -0.18518518518518517
5.809523809523809, -0.2037037037037037
6.666666666666666, -0.2777777777777778
7.428571428571428, -0.4074074074074074
7.904761904761904, -0.537037037037037
8.857142857142856, -0.7962962962962963
9.142857142857142, -0.9074074074074073
9.619047619047619, -1.0925925925925926
10.19047619047619, -1.259259259259259
10.571428571428571, -1.4259259259259258
11.047619047619047, -1.5555555555555554
11.619047619047619, -1.6851851851851851
12.095238095238095, -1.7962962962962963
12.761904761904761, -1.9259259259259258
13.333333333333332, -2.0370370370370368
14.095238095238095, -2.111111111111111
15.047619047619047, -2.1296296296296293
15.619047619047619, -2.074074074074074
16.476190476190474, -1.9814814814814814
17.238095238095237, -1.8888888888888888
18, -1.7407407407407407
18.666666666666664, -1.574074074074074
19.333333333333332, -1.4259259259259258
20, -1.2407407407407407
20.476190476190474, -1.074074074074074
21.428571428571427, -0.8148148148148148
22.476190476190474, -0.6481481481481481
23.333333333333332, -0.5555555555555556
